,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam
0,0,0,0,2009-09-10,2009091000,1,1,,15:00,15,3600.0,0.0,TEN,30.0,30.0,0,0,0.0,,PIT
1,1,1,1,2009-09-10,2009091000,1,1,1.0,14:53,15,3593.0,7.0,PIT,42.0,58.0,10,5,0.0,0.0,PIT
2,2,2,2,2009-09-10,2009091000,1,1,2.0,14:16,15,3556.0,37.0,PIT,47.0,53.0,5,2,0.0,0.0,PIT
3,3,3,3,2009-09-10,2009091000,1,1,3.0,13:35,14,3515.0,41.0,PIT,44.0,56.0,8,2,0.0,0.0,PIT
4,4,4,4,2009-09-10,2009091000,1,1,4.0,13:27,14,3507.0,8.0,PIT,44.0,56.0,8,2,0.0,1.0,PIT
5,5,5,5,2009-09-10,2009091000,2,1,1.0,13:16,14,3496.0,11.0,TEN,2.0,98.0,10,0,0.0,0.0,TEN
6,6,6,6,2009-09-10,2009091000,2,1,2.0,12:40,13,3460.0,36.0,TEN,2.0,98.0,10,4,0.0,0.0,TEN
7,7,7,7,2009-09-10,2009091000,2,1,3.0,12:11,13,3431.0,29.0,TEN,6.0,94.0,6,2,0.0,0.0,TEN
8,8,8,8,2009-09-10,2009091000,2,1,4.0,11:34,12,3394.0,37.0,TEN,4.0,96.0,8,2,0.0,1.0,TEN
9,9,9,9,2009-09-10,2009091000,3,1,1.0,11:24,12,3384.0,10.0,TEN,43.0,43.0,10,3,0.0,0.0,PIT
10,10,10,10,2009-09-10,2009091000,3,1,2.0,10:48,11,3348.0,36.0,TEN,40.0,40.0,7,13,0.0,1.0,PIT
11,11,11,11,2009-09-10,2009091000,3,1,1.0,10:21,11,3321.0,27.0,TEN,30.0,30.0,10,12,0.0,0.0,PIT
12,12,12,12,2009-09-10,2009091000,3,1,2.0,09:43,10,3283.0,38.0,TEN,31.0,31.0,11,21,0.0,0.0,PIT
13,13,13,13,2009-09-10,2009091000,3,1,3.0,09:01,10,3241.0,42.0,TEN,22.0,22.0,2,2,0.0,0.0,PIT
14,14,14,14,2009-09-10,2009091000,3,1,4.0,08:25,9,3205.0,36.0,TEN,41.0,41.0,21,2,0.0,1.0,PIT
15,15,15,15,2009-09-10,2009091000,4,1,1.0,08:20,9,3200.0,5.0,TEN,11.0,89.0,10,70,0.0,1.0,TEN
16,16,16,16,2009-09-10,2009091000,4,1,1.0,07:57,8,3177.0,23.0,PIT,42.0,42.0,10,67,0.0,1.0,TEN
17,17,17,17,2009-09-10,2009091000,4,1,1.0,07:24,8,3144.0,33.0,PIT,22.0,22.0,10,70,0.0,0.0,TEN
18,18,18,18,2009-09-10,2009091000,4,1,2.0,06:57,7,3117.0,27.0,PIT,19.0,19.0,7,70,0.0,0.0,TEN
19,19,19,19,2009-09-10,2009091000,4,1,3.0,06:52,7,3112.0,5.0,PIT,19.0,19.0,7,70,0.0,0.0,TEN
20,20,20,20,2009-09-10,2009091000,4,1,4.0,06:48,7,3108.0,4.0,PIT,19.0,19.0,7,70,0.0,1.0,TEN
21,21,21,21,2009-09-10,2009091000,5,1,1.0,06:44,7,3104.0,4.0,PIT,27.0,73.0,10,1,0.0,0.0,PIT
22,22,22,22,2009-09-10,2009091000,5,1,2.0,06:09,7,3069.0,35.0,PIT,28.0,72.0,9,3,0.0,0.0,PIT
23,23,23,23,2009-09-10,2009091000,5,1,3.0,05:27,6,3027.0,42.0,PIT,30.0,70.0,7,-6,0.0,0.0,PIT
24,24,24,24,2009-09-10,2009091000,5,1,4.0,05:02,6,3002.0,25.0,PIT,21.0,79.0,16,-6,0.0,1.0,PIT
25,25,25,25,2009-09-10,2009091000,6,1,1.0,04:49,5,2989.0,13.0,TEN,26.0,74.0,10,10,0.0,1.0,TEN
26,26,26,26,2009-09-10,2009091000,6,1,1.0,04:27,5,2967.0,22.0,TEN,36.0,64.0,10,14,0.0,1.0,TEN
27,27,27,27,2009-09-10,2009091000,6,1,1.0,04:07,5,2947.0,20.0,TEN,31.0,69.0,15,14,0.0,0.0,TEN
28,28,28,28,2009-09-10,2009091000,6,1,2.0,03:45,4,2925.0,22.0,TEN,40.0,60.0,6,17,0.0,0.0,TEN
29,29,29,29,2009-09-10,2009091000,6,1,3.0,03:06,4,2886.0,39.0,TEN,43.0,57.0,3,25,0.0,1.0,TEN
30,30,30,30,2009-09-10,2009091000,6,1,1.0,02:28,3,2848.0,38.0,PIT,49.0,49.0,10,30,0.0,0.0,TEN
31,31,31,31,2009-09-10,2009091000,6,1,2.0,01:51,2,2811.0,37.0,PIT,44.0,44.0,5,30,0.0,1.0,TEN
32,32,32,32,2009-09-10,2009091000,7,1,1.0,01:38,2,2798.0,13.0,PIT,21.0,79.0,10,2,0.0,0.0,PIT
33,33,33,33,2009-09-10,2009091000,7,1,2.0,00:57,1,2757.0,41.0,PIT,23.0,77.0,8,3,0.0,0.0,PIT
34,34,34,34,2009-09-10,2009091000,7,1,3.0,00:12,1,2712.0,45.0,PIT,24.0,76.0,7,3,0.0,1.0,PIT
35,35,35,35,2009-09-10,2009091000,8,1,1.0,00:06,1,2706.0,6.0,PIT,44.0,44.0,10,1,0.0,0.0,TEN
36,36,36,36,2009-09-10,2009091000,8,1,,00:00,0,2700.0,6.0,PIT,44.0,44.0,0,1,0.0,0.0,
37,37,37,37,2009-09-10,2009091000,8,2,2.0,15:00,15,2700.0,0.0,PIT,43.0,43.0,9,12,0.0,1.0,TEN
38,38,38,38,2009-09-10,2009091000,8,2,1.0,14:22,15,2662.0,38.0,PIT,32.0,32.0,10,10,0.0,0.0,TEN
39,39,39,39,2009-09-10,2009091000,8,2,2.0,13:49,14,2629.0,33.0,PIT,34.0,34.0,12,10,0.0,0.0,TEN
40,40,40,40,2009-09-10,2009091000,8,2,3.0,13:44,14,2624.0,5.0,PIT,34.0,34.0,12,0,0.0,0.0,TEN
41,41,41,41,2009-09-10,2009091000,8,2,4.0,13:13,14,2593.0,31.0,PIT,44.0,44.0,22,0,0.0,1.0,TEN
42,42,42,42,2009-09-10,2009091000,9,2,1.0,13:04,14,2584.0,9.0,PIT,5.0,95.0,10,8,0.0,0.0,PIT
43,43,43,43,2009-09-10,2009091000,9,2,2.0,12:23,13,2543.0,41.0,PIT,13.0,87.0,2,8,0.0,0.0,PIT
44,44,44,44,2009-09-10,2009091000,9,2,3.0,11:39,12,2499.0,44.0,PIT,13.0,87.0,2,16,0.0,1.0,PIT
45,45,45,45,2009-09-10,2009091000,9,2,1.0,10:59,11,2459.0,40.0,PIT,21.0,79.0,10,25,0.0,0.0,PIT
46,46,46,46,2009-09-10,2009091000,9,2,2.0,10:19,11,2419.0,40.0,PIT,30.0,70.0,1,33,0.0,0.0,PIT
47,47,47,47,2009-09-10,2009091000,9,2,2.0,09:54,10,2394.0,25.0,PIT,25.0,75.0,6,10,0.0,0.0,PIT
48,48,48,48,2009-09-10,2009091000,9,2,2.0,09:43,10,2383.0,11.0,PIT,15.0,85.0,16,33,0.0,1.0,PIT
49,49,49,49,2009-09-10,2009091000,9,2,1.0,08:59,9,2339.0,44.0,PIT,33.0,67.0,10,33,0.0,0.0,PIT
50,50,50,50,2009-09-10,2009091000,9,2,2.0,08:18,9,2298.0,41.0,PIT,34.0,66.0,9,33,0.0,0.0,PIT
51,51,51,51,2009-09-10,2009091000,9,2,3.0,07:32,8,2252.0,46.0,PIT,38.0,62.0,5,33,0.0,0.0,PIT
52,52,52,52,2009-09-10,2009091000,9,2,4.0,07:25,8,2245.0,7.0,PIT,38.0,62.0,5,33,0.0,1.0,PIT
53,53,53,53,2009-09-10,2009091000,10,2,1.0,07:14,8,2234.0,11.0,TEN,27.0,73.0,10,60,0.0,0.0,TEN
54,54,54,54,2009-09-10,2009091000,10,2,2.0,07:07,8,2227.0,7.0,TEN,27.0,73.0,10,4,0.0,0.0,TEN
55,55,55,55,2009-09-10,2009091000,10,2,3.0,06:31,7,2191.0,36.0,TEN,31.0,69.0,6,12,0.0,1.0,TEN
56,56,56,56,2009-09-10,2009091000,10,2,1.0,05:54,6,2154.0,37.0,TEN,39.0,61.0,10,15,0.0,0.0,TEN
57,57,57,57,2009-09-10,2009091000,10,2,2.0,05:19,6,2119.0,35.0,TEN,42.0,58.0,7,15,0.0,0.0,TEN
58,58,58,58,2009-09-10,2009091000,10,2,2.0,05:11,6,2111.0,8.0,TEN,42.0,58.0,7,30,0.0,1.0,TEN
59,59,59,59,2009-09-10,2009091000,10,2,1.0,04:46,5,2086.0,25.0,PIT,43.0,43.0,10,30,0.0,0.0,TEN
60,60,60,60,2009-09-10,2009091000,10,2,2.0,04:40,5,2080.0,6.0,PIT,43.0,43.0,10,33,0.0,0.0,TEN
61,61,61,61,2009-09-10,2009091000,10,2,3.0,04:01,5,2041.0,39.0,PIT,40.0,40.0,7,56,0.0,1.0,TEN
62,62,62,62,2009-09-10,2009091000,10,2,1.0,03:37,4,2017.0,24.0,PIT,17.0,17.0,10,61,0.0,0.0,TEN
63,63,63,63,2009-09-10,2009091000,10,2,2.0,03:04,4,1984.0,33.0,PIT,12.0,12.0,5,60,0.0,0.0,TEN
64,64,64,64,2009-09-10,2009091000,10,2,3.0,02:28,3,1948.0,36.0,PIT,13.0,13.0,6,60,0.0,0.0,TEN
65,65,65,65,2009-09-10,2009091000,10,2,4.0,02:22,3,1942.0,6.0,PIT,13.0,13.0,6,60,0.0,1.0,TEN
66,66,66,66,2009-09-10,2009091000,11,2,1.0,02:14,3,1934.0,8.0,PIT,21.0,79.0,10,0,0.0,0.0,PIT
67,67,67,67,2009-09-10,2009091000,11,2,2.0,02:08,3,1928.0,6.0,PIT,21.0,79.0,10,12,0.0,0.0,PIT
68,68,68,68,2009-09-10,2009091000,11,2,,02:00,2,1920.0,8.0,PIT,21.0,21.0,0,12,0.0,,
69,69,69,69,2009-09-10,2009091000,11,2,1.0,02:00,2,1920.0,0.0,PIT,33.0,67.0,10,16,0.0,0.0,PIT
70,70,70,70,2009-09-10,2009091000,11,2,2.0,01:38,2,1898.0,22.0,PIT,37.0,63.0,6,45,0.0,0.0,PIT
71,71,71,71,2009-09-10,2009091000,11,2,,01:29,2,1889.0,9.0,PIT,37.0,37.0,0,45,0.0,,
72,72,72,72,2009-09-10,2009091000,11,2,1.0,01:29,2,1889.0,0.0,TEN,34.0,34.0,10,79,0.0,0.0,PIT
73,73,73,73,2009-09-10,2009091000,11,2,,01:22,2,1882.0,7.0,TEN,2.0,2.0,0,79,0.0,0.0,PIT
74,74,74,74,2009-09-10,2009091000,12,2,,01:22,2,1882.0,0.0,PIT,30.0,30.0,0,0,0.0,,TEN
75,75,75,75,2009-09-10,2009091000,12,2,1.0,01:15,2,1875.0,7.0,TEN,29.0,71.0,10,0,0.0,0.0,TEN
76,76,76,76,2009-09-10,2009091000,12,2,2.0,01:09,2,1869.0,6.0,TEN,29.0,71.0,10,57,0.0,0.0,TEN
77,77,77,77,2009-09-10,2009091000,12,2,,00:54,1,1854.0,15.0,TEN,29.0,29.0,0,57,0.0,,
78,78,78,78,2009-09-10,2009091000,12,2,1.0,00:53,1,1853.0,1.0,PIT,14.0,14.0,10,71,0.0,0.0,TEN
79,79,79,79,2009-09-10,2009091000,12,2,,00:48,1,1848.0,5.0,PIT,2.0,2.0,0,71,0.0,0.0,TEN
80,80,80,80,2009-09-10,2009091000,13,2,,00:48,1,1848.0,0.0,TEN,30.0,30.0,0,0,0.0,,PIT
81,81,81,81,2009-09-10,2009091000,13,2,1.0,00:41,1,1841.0,7.0,PIT,27.0,73.0,10,5,0.0,0.0,PIT
82,82,82,82,2009-09-10,2009091000,13,2,2.0,00:35,1,1835.0,6.0,PIT,32.0,68.0,5,19,0.0,0.0,PIT
83,83,83,83,2009-09-10,2009091000,13,2,,00:27,1,1827.0,8.0,PIT,32.0,32.0,0,19,0.0,,
84,84,84,84,2009-09-10,2009091000,13,2,1.0,00:27,1,1827.0,0.0,PIT,46.0,54.0,10,31,0.0,1.0,PIT
85,85,85,85,2009-09-10,2009091000,13,2,1.0,00:21,1,1821.0,6.0,TEN,42.0,42.0,10,31,0.0,0.0,PIT
86,86,86,86,2009-09-10,2009091000,13,2,2.0,00:16,1,1816.0,5.0,TEN,42.0,42.0,10,23,0.0,0.0,PIT
87,87,87,87,2009-09-10,2009091000,13,2,,00:07,1,1807.0,9.0,TEN,42.0,42.0,0,23,0.0,0.0,
88,88,88,88,2009-09-10,2009091000,13,2,3.0,00:07,1,1807.0,0.0,PIT,50.0,50.0,18,18,0.0,0.0,PIT
89,89,89,89,2009-09-10,2009091000,13,2,3.0,00:01,1,1801.0,6.0,PIT,45.0,55.0,23,18,0.0,0.0,PIT
90,90,90,90,2009-09-10,2009091000,14,3,,15:00,15,1800.0,1.0,PIT,30.0,30.0,0,0,0.0,,TEN
91,91,91,91,2009-09-10,2009091000,14,3,1.0,14:55,15,1795.0,5.0,TEN,21.0,79.0,10,7,0.0,0.0,TEN
92,92,92,92,2009-09-10,2009091000,14,3,2.0,14:20,15,1760.0,35.0,TEN,28.0,72.0,3,24,0.0,1.0,TEN
93,93,93,93,2009-09-10,2009091000,14,3,1.0,13:38,14,1718.0,42.0,TEN,45.0,55.0,10,29,0.0,0.0,TEN
94,94,94,94,2009-09-10,2009091000,14,3,2.0,13:04,14,1684.0,34.0,TEN,50.0,50.0,5,37,0.0,1.0,TEN
95,95,95,95,2009-09-10,2009091000,14,3,1.0,12:41,13,1661.0,23.0,PIT,42.0,42.0,10,37,0.0,0.0,TEN
96,96,96,96,2009-09-10,2009091000,14,3,2.0,12:06,13,1626.0,35.0,PIT,42.0,42.0,10,38,0.0,1.0,TEN
97,97,97,97,2009-09-10,2009091000,15,3,1.0,11:57,12,1617.0,9.0,PIT,46.0,54.0,10,8,0.0,0.0,PIT
98,98,98,98,2009-09-10,2009091000,15,3,2.0,11:20,12,1580.0,37.0,TEN,46.0,46.0,2,9,0.0,0.0,PIT
99,99,99,99,2009-09-10,2009091000,15,3,3.0,10:37,11,1537.0,43.0,TEN,45.0,45.0,1,9,0.0,0.0,PIT
100,100,100,100,2009-09-10,2009091000,15,3,4.0,10:12,11,1512.0,25.0,TEN,45.0,45.0,1,9,0.0,1.0,PIT
101,101,101,101,2009-09-10,2009091000,16,3,1.0,09:53,10,1493.0,19.0,TEN,5.0,95.0,10,1,0.0,0.0,TEN
102,102,102,102,2009-09-10,2009091000,16,3,2.0,09:11,10,1451.0,42.0,TEN,6.0,94.0,9,1,0.0,0.0,TEN
103,103,103,103,2009-09-10,2009091000,16,3,3.0,08:46,9,1426.0,25.0,TEN,6.0,94.0,9,-1,0.0,0.0,TEN
104,104,104,104,2009-09-10,2009091000,16,3,4.0,08:09,9,1389.0,37.0,TEN,4.0,96.0,11,-1,0.0,1.0,TEN
105,105,105,105,2009-09-10,2009091000,17,3,1.0,08:01,9,1381.0,8.0,PIT,46.0,54.0,10,0,0.0,0.0,PIT
106,106,106,106,2009-09-10,2009091000,17,3,2.0,07:58,8,1378.0,3.0,PIT,46.0,54.0,10,4,0.0,0.0,PIT
107,107,107,107,2009-09-10,2009091000,17,3,3.0,07:15,8,1335.0,43.0,MID,50.0,50.0,6,11,0.0,1.0,PIT
108,108,108,108,2009-09-10,2009091000,17,3,1.0,06:49,7,1309.0,26.0,TEN,43.0,43.0,10,14,0.0,0.0,PIT
109,109,109,109,2009-09-10,2009091000,17,3,2.0,06:06,7,1266.0,43.0,TEN,40.0,40.0,7,11,0.0,0.0,PIT
110,110,110,110,2009-09-10,2009091000,17,3,3.0,05:23,6,1223.0,43.0,TEN,43.0,43.0,10,11,0.0,0.0,PIT
111,111,111,111,2009-09-10,2009091000,17,3,4.0,05:18,6,1218.0,5.0,TEN,43.0,43.0,10,11,0.0,1.0,PIT
112,112,112,112,2009-09-10,2009091000,18,3,1.0,05:08,6,1208.0,10.0,TEN,10.0,90.0,10,6,0.0,0.0,TEN
113,113,113,113,2009-09-10,2009091000,18,3,2.0,04:29,5,1169.0,39.0,TEN,16.0,84.0,4,4,0.0,0.0,TEN
114,114,114,114,2009-09-10,2009091000,18,3,3.0,03:48,4,1128.0,41.0,TEN,14.0,86.0,6,20,0.0,1.0,TEN
115,115,115,115,2009-09-10,2009091000,18,3,1.0,03:12,4,1092.0,36.0,TEN,30.0,70.0,10,24,0.0,0.0,TEN
116,116,116,116,2009-09-10,2009091000,18,3,2.0,02:36,3,1056.0,36.0,TEN,34.0,66.0,6,24,0.0,0.0,TEN
117,117,117,117,2009-09-10,2009091000,18,3,3.0,02:30,3,1050.0,6.0,TEN,34.0,66.0,6,19,0.0,0.0,TEN
118,118,118,118,2009-09-10,2009091000,18,3,3.0,02:01,3,1021.0,29.0,TEN,29.0,71.0,11,19,0.0,0.0,TEN
119,119,119,119,2009-09-10,2009091000,18,3,4.0,01:56,2,1016.0,5.0,TEN,29.0,71.0,11,19,0.0,1.0,TEN
120,120,120,120,2009-09-10,2009091000,19,3,1.0,01:43,2,1003.0,13.0,PIT,15.0,85.0,10,3,0.0,0.0,PIT
121,121,121,121,2009-09-10,2009091000,19,3,2.0,01:08,2,968.0,35.0,PIT,18.0,82.0,7,3,0.0,0.0,PIT
122,122,122,122,2009-09-10,2009091000,19,3,3.0,00:25,1,925.0,43.0,PIT,18.0,82.0,7,8,0.0,0.0,PIT
123,123,123,123,2009-09-10,2009091000,19,3,,00:00,0,900.0,25.0,PIT,18.0,18.0,0,8,0.0,0.0,
124,124,124,124,2009-09-10,2009091000,19,4,4.0,15:00,15,900.0,0.0,PIT,23.0,77.0,2,8,0.0,1.0,PIT
125,125,125,125,2009-09-10,2009091000,20,4,1.0,14:51,15,891.0,9.0,TEN,37.0,63.0,10,36,0.0,1.0,TEN
126,126,126,126,2009-09-10,2009091000,20,4,1.0,14:28,15,868.0,23.0,PIT,48.0,48.0,10,14,0.0,0.0,TEN
127,127,127,127,2009-09-10,2009091000,20,4,2.0,13:47,14,827.0,41.0,PIT,49.0,49.0,11,29,0.0,1.0,TEN
128,128,128,128,2009-09-10,2009091000,20,4,1.0,13:10,14,790.0,37.0,PIT,34.0,34.0,10,31,0.0,0.0,TEN
129,129,129,129,2009-09-10,2009091000,20,4,2.0,12:34,13,754.0,36.0,PIT,32.0,32.0,8,33,0.0,0.0,TEN
130,130,130,130,2009-09-10,2009091000,20,4,3.0,11:48,12,708.0,46.0,PIT,30.0,30.0,6,36,0.0,0.0,TEN
131,131,131,131,2009-09-10,2009091000,20,4,4.0,11:08,12,668.0,40.0,PIT,27.0,27.0,3,36,0.0,0.0,TEN
132,132,132,132,2009-09-10,2009091000,21,4,,11:03,12,663.0,5.0,TEN,30.0,30.0,0,0,0.0,,PIT
133,133,133,133,2009-09-10,2009091000,21,4,1.0,10:54,11,654.0,9.0,PIT,30.0,70.0,10,7,0.0,0.0,PIT
134,134,134,134,2009-09-10,2009091000,21,4,2.0,10:17,11,617.0,37.0,PIT,37.0,63.0,3,12,0.0,1.0,PIT
135,135,135,135,2009-09-10,2009091000,21,4,1.0,09:33,10,573.0,44.0,PIT,42.0,58.0,10,21,0.0,0.0,PIT
136,136,136,136,2009-09-10,2009091000,21,4,2.0,09:01,10,541.0,32.0,TEN,49.0,49.0,1,24,0.0,1.0,PIT
137,137,137,137,2009-09-10,2009091000,21,4,1.0,08:17,9,497.0,44.0,TEN,46.0,46.0,10,39,0.0,1.0,PIT
138,138,138,138,2009-09-10,2009091000,21,4,1.0,08:17,9,497.0,0.0,TEN,41.0,41.0,5,39,0.0,1.0,PIT
139,139,139,139,2009-09-10,2009091000,21,4,1.0,07:15,8,435.0,62.0,TEN,31.0,31.0,10,43,0.0,0.0,PIT
140,140,140,140,2009-09-10,2009091000,21,4,2.0,06:34,7,394.0,41.0,TEN,27.0,27.0,6,37,0.0,0.0,PIT
141,141,141,141,2009-09-10,2009091000,21,4,3.0,05:56,6,356.0,38.0,TEN,33.0,33.0,12,52,0.0,1.0,PIT
142,142,142,142,2009-09-10,2009091000,21,4,1.0,05:10,6,310.0,46.0,TEN,18.0,18.0,10,60,0.0,0.0,PIT
143,143,143,143,2009-09-10,2009091000,21,4,2.0,04:28,5,268.0,42.0,TEN,10.0,10.0,2,61,0.0,0.0,PIT
144,144,144,144,2009-09-10,2009091000,21,4,3.0,03:46,4,226.0,42.0,TEN,9.0,9.0,1,61,0.0,0.0,PIT
145,145,145,145,2009-09-10,2009091000,21,4,4.0,03:02,4,182.0,44.0,TEN,9.0,9.0,1,56,0.0,0.0,PIT
146,146,146,146,2009-09-10,2009091000,21,4,4.0,03:00,3,180.0,2.0,TEN,14.0,14.0,6,56,0.0,0.0,PIT
147,147,147,147,2009-09-10,2009091000,22,4,,02:57,3,177.0,3.0,PIT,30.0,30.0,0,0,0.0,,TEN
148,148,148,148,2009-09-10,2009091000,22,4,1.0,02:50,3,170.0,7.0,TEN,18.0,82.0,10,12,0.0,1.0,TEN
149,149,149,149,2009-09-10,2009091000,22,4,1.0,02:12,3,132.0,38.0,TEN,30.0,70.0,10,12,0.0,0.0,TEN
150,150,150,150,2009-09-10,2009091000,22,4,2.0,02:08,3,128.0,4.0,TEN,30.0,70.0,10,12,0.0,0.0,TEN
151,151,151,151,2009-09-10,2009091000,22,4,3.0,02:03,3,123.0,5.0,TEN,30.0,70.0,10,12,0.0,0.0,TEN
152,152,152,152,2009-09-10,2009091000,22,4,,01:57,2,117.0,6.0,TEN,30.0,30.0,0,12,0.0,0.0,
153,153,153,153,2009-09-10,2009091000,22,4,4.0,01:57,2,117.0,0.0,TEN,30.0,70.0,10,12,0.0,1.0,TEN
154,154,154,154,2009-09-10,2009091000,23,4,1.0,01:50,2,110.0,7.0,PIT,42.0,58.0,10,12,0.0,1.0,PIT
155,155,155,155,2009-09-10,2009091000,23,4,1.0,01:42,2,102.0,8.0,TEN,46.0,46.0,10,15,0.0,0.0,PIT
156,156,156,156,2009-09-10,2009091000,23,4,2.0,01:10,2,70.0,32.0,TEN,43.0,43.0,7,24,0.0,0.0,PIT
157,157,157,157,2009-09-10,2009091000,23,4,,01:03,2,63.0,7.0,TEN,43.0,43.0,0,24,0.0,,
158,158,158,158,2009-09-10,2009091000,23,4,1.0,01:03,2,63.0,0.0,TEN,34.0,34.0,10,54,0.0,1.0,PIT
159,159,159,159,2009-09-10,2009091000,24,4,1.0,00:51,1,51.0,12.0,TEN,4.0,96.0,10,2,0.0,0.0,TEN
160,160,160,160,2009-09-10,2009091000,24,4,,00:44,1,44.0,7.0,TEN,4.0,4.0,0,2,0.0,0.0,
161,161,161,161,2009-09-10,2009091000,24,4,2.0,00:44,1,44.0,0.0,TEN,6.0,94.0,8,-1,0.0,0.0,TEN
162,162,162,162,2009-09-10,2009091000,24,4,2.0,00:44,1,44.0,0.0,TEN,3.0,97.0,11,0,0.0,0.0,TEN
163,163,163,163,2009-09-10,2009091000,24,4,,00:41,1,41.0,3.0,TEN,3.0,3.0,0,0,0.0,0.0,
164,164,164,164,2009-09-10,2009091000,24,4,3.0,00:41,1,41.0,0.0,TEN,4.0,96.0,10,0,0.0,0.0,TEN
165,165,165,165,2009-09-10,2009091000,24,4,,00:00,0,0.0,41.0,TEN,4.0,4.0,0,0,0.0,0.0,
166,166,166,166,2009-09-10,2009091000,25,5,,15:00,15,0.0,0.0,TEN,30.0,30.0,0,0,0.0,,PIT
167,167,167,167,2009-09-10,2009091000,25,5,1.0,14:56,15,-4.0,4.0,PIT,22.0,78.0,10,0,0.0,0.0,PIT
